X1,X2,X3,X4,X5,X6,X7,X8,X9,y
S,J1,JA0001,J1SCCC13,SP,CLEV,1723,XXX,HHHH,HHHH-LS10;HHHH-LS11;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,1806,XXX,HHHH,HHHH-LS07;HHHH-LS09;HHHH-LS10;HHHH-LS12;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,1834,XXX,HHHH,HHHH-LS08;HHHH-LS09;HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,1835,XXX,HHHH,HHHH-LS06;HHHH-LS08;HHHH-LS10;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,1853,XXX,HHHH,HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,1860,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,1916,XXX,XDE,XDE-LS06;XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,1952,XXX,HHHH,HHHH-LS06;HHHH-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,1970,XXX,HHHH,HHHH-LS01;HHHH-LS06;HHHH-LS09;HHHH-LS10;HHHH-LS11;HHHH-LS12
S,J1,JA0001,J1SCCC13,SP,CLEV,2050,XXX,HHHH,HHHH-LS01;HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,2120,XXX,HHHH,HHHH-LS01;HHHH-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,2220,XXX,HHHH,HHHH-LS01;HHHH-LS05;HHHH-LS06;HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,2310,XXX,HHHH,HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2320,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2350,XXX,XDE,XDE-LS07;XDE-LS23;XDE-LSM1
S,J1,JA0001,J1SCCC13,SP,CLEV,2350,XXX,HHHH,HHHH-LS08;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,2380,XXX,HHHH,HHHH-LS05;HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2420,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS06;HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,2435,XXX,HHHH,HHHH-LS05
S,J1,JA0001,J1SCCC13,SP,CLEV,2509,XXX,HHHH,HHHH-LS03;HHHH-LS07;HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,2520,XXX,HHHH,HHHH-LS01;HHHH-LS09;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,2550,XXX,XDE,XDE-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2550,XXX,TTT,TTT-LS04
S,J1,JA0001,J1SCCC13,SP,CLEV,2550,XXX,HHHH,HHHH-LS03;HHHH-LS06;HHHH-LS10;HHHH-LS12
S,J1,JA0001,J1SCCC13,SP,CLEV,2560,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS07;HHHH-LS09;HHHH-LS13;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,2565,XXX,HHHH,HHHH-LS05;HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2580,XXX,HHHH,HHHH-LS03;HHHH-LS05;HHHH-LS06;HHHH-LS08
S,J1,JA0001,J1SCCC13,SP,CLEV,2610,XXX,HHHH,HHHH-LS08;HHHH-LS10;HHHH-LS14;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,2620,XXX,HHHH,HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2665,XXX,HHHH,HHHH-LS01;HHHH-LS05;HHHH-LS06;HHHH-LS08;HHHH-LS10;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,2680,XXX,HHHH,HHHH-LS01;HHHH-LS05;HHHH-LS06;HHHH-LS08;HHHH-LS10;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,2710,XXX,HHHH,HHHH-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,2711,XXX,HHHH,HHHH-LS08
S,J1,JA0001,J1SCCC13,SP,CLEV,2720,XXX,HHHH,HHHH-LS01;HHHH-LS08;HHHH-LS09
S,J1,JA0001,J1SCCC13,SP,CLEV,2727,XXX,HHHH,HHHH-LS03;HHHH-LS07;HHHH-LS09;HHHH-LS11;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,2744,XXX,HHHH,HHHH-LS06;HHHH-LS08;HHHH-LS09;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,2770,XXX,HHHH,HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,2779,XXX,HHHH,HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,2915,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS06;HHHH-LS15;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,2925,XXX,HHHH,HHHH-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,2930,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS11;HHHH-LS12;HHHH-LS14;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,2935,XXX,TTT,TTT-LS05;TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,2945,XXX,XDE,XDE-LS11;XDE-LS24
S,J1,JA0001,J1SCCC13,SP,CLEV,2945,XXX,TTT,TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,2946,XXX,HHHH,HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS12
S,J1,JA0001,J1SCCC13,SP,CLEV,2950,XXX,TTT,TTT-LS04
S,J1,JA0001,J1SCCC13,SP,CLEV,2950,XXX,HHHH,HHHH-LS08;HHHH-LS10;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,2960,XXX,HHHH,HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,2980,XXX,HHHH,HHHH-LS03;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,2995,XXX,HHHH,HHHH-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3010,XXX,HHHH,HHHH-LS13;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3020,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS06;HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS12;HHHH-LS14;HHHH-LS15;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3030,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS06;HHHH-LS07;HHHH-LS10;HHHH-LS13;HHHH-LS14;HHHH-LS15;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3050,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3050,XXX,TTT,TTT-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,3050,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS07;HHHH-LS08;HHHH-LS10;HHHH-LS15;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3060,XXX,HHHH,HHHH-LS06;HHHH-LS14;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3084,XXX,HHHH,HHHH-LS14;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3120,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3120,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS15;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3124,XXX,HHHH,HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS11;HHHH-LS12
S,J1,JA0001,J1SCCC13,SP,CLEV,3140,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS06;HHHH-LS08;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3150,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3150,XXX,HHHH,HHHH-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,3165,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3190,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3190,XXX,HHHH,HHHH-LS15;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,3220,XXX,HHHH,HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,3230,XXX,HHHH,HHHH-LS01;HHHH-LS05;HHHH-LS10;HHHH-LS13;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3250,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3250,XXX,TTT,TTT-LS02;TTT-LS05;TTT-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,3250,XXX,HHHH,HHHH-LS05;HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3255,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3270,XXX,HHHH,HHHH-LS01;HHHH-LS03
S,J1,JA0001,J1SCCC13,SP,CLEV,3277,XXX,HHHH,HHHH-LS05;HHHH-LS08;HHHH-LS10
S,J1,JA0001,J1SCCC13,SP,CLEV,3280,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3290,XXX,HHHH,HHHH-LS05;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3330,XXX,HHHH,HHHH-LS01;HHHH-LS03;HHHH-LS05;HHHH-LS07;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3340,XXX,HHHH,HHHH-LS03;HHHH-LS06;HHHH-LS08
S,J1,JA0001,J1SCCC13,SP,CLEV,3350,XXX,HHHH,HHHH-LS05
S,J1,JA0001,J1SCCC13,SP,CLEV,3380,XXX,HHHH,HHHH-LS07;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,3388,XXX,HHHH,HHHH-LS14;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3415,XXX,HHHH,HHHH-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,3425,XXX,TTT,TTT-LS01;TTT-LS04
S,J1,JA0001,J1SCCC13,SP,CLEV,3445,XXX,HHHH,HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,3515,XXX,TTT,TTT-LS03
S,J1,JA0001,J1SCCC13,SP,CLEV,3515,XXX,HHHH,HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3525,XXX,HHHH,HHHH-LS05;HHHH-LS10;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,3528,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,3650,XXX,TTT,TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3650,XXX,HHHH,HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3692,XXX,HHHH,HHHH-LS14;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3705,XXX,HHHH,HHHH-LS08;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,3710,XXX,HHHH,HHHH-LS08;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3728,XXX,HHHH,HHHH-LS08;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,3750,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3750,XXX,TTT,TTT-LS03;TTT-LS04;TTT-LS05;TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3750,XXX,HHHH,HHHH-LS05;HHHH-LS07;HHHH-LS10;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,3806,XXX,TTT,TTT-LS04;TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,3806,XXX,HHHH,HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3825,XXX,HHHH,HHHH-LS05;HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,3830,XXX,HHHH,HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,3850,XXX,XDE,XDE-LS07;XDE-LS23
S,J1,JA0001,J1SCCC13,SP,CLEV,3850,XXX,HHHH,HHHH-LS05
S,J1,JA0001,J1SCCC13,SP,CLEV,3865,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3890,XXX,HHHH,HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3905,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3910,XXX,HHHH,HHHH-LS08;HHHH-LS13;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3923,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,3930,XXX,HHHH,HHHH-LS05;HHHH-LS06;HHHH-LS12;HHHH-LS15;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,3938,XXX,TTT,TTT-LS01;TTT-LS04
S,J1,JA0001,J1SCCC13,SP,CLEV,3940,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,3940,XXX,HHHH,HHHH-LS06;HHHH-LS09
S,J1,JA0001,J1SCCC13,SP,CLEV,3950,XXX,TTT,TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,4030,XXX,HHHH,HHHH-LS07;HHHH-LS08;HHHH-LS09;HHHH-LS10;HHHH-LS90
S,J1,JA0001,J1SCCC13,SP,CLEV,4080,XXX,TTT,TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,4080,XXX,HHHH,HHHH-LS08;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4090,XXX,HHHH,HHHH-LS01
S,J1,JA0001,J1SCCC13,SP,CLEV,4098,XXX,HHHH,HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,4110,XXX,HHHH,HHHH-LS08;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4120,XXX,HHHH,HHHH-LS07;HHHH-LS08;HHHH-LS10;HHHH-LS14;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,4130,XXX,TTT,TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,4130,XXX,HHHH,HHHH-LS01;HHHH-LS08;HHHH-LS10;HHHH-LS13;HHHH-LS14;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4140,XXX,HHHH,HHHH-LS13;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4165,XXX,HHHH,HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,4180,XXX,HHHH,HHHH-LS01;HHHH-LS08;HHHH-LS09
S,J1,JA0001,J1SCCC13,SP,CLEV,4215,XXX,TTT,TTT-LS04;TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,4215,XXX,HHHH,HHHH-LS09;HHHH-LS13;HHHH-LS15;HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4280,XXX,HHHH,HHHH-LS06;HHHH-LS08;HHHH-LS14;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,4330,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,4350,XXX,HHHH,HHHH-LS06;HHHH-LS07;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4439,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,4440,XXX,HHHH,HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,4545,XXX,HHHH,HHHH-LS90;HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4625,XXX,TTT,TTT-LS01;TTT-LS02
S,J1,JA0001,J1SCCC13,SP,CLEV,4750,XXX,TTT,TTT-LS05
S,J1,JA0001,J1SCCC13,SP,CLEV,4780,XXX,HHHH,HHHH-LS06
S,J1,JA0001,J1SCCC13,SP,CLEV,4805,XXX,HHHH,HHHH-LS98
S,J1,JA0001,J1SCCC13,SP,CLEV,4812,XXX,HHHH,HHHH-LS07;HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,4850,XXX,TTT,TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,4853,XXX,HHHH,HHHH-LS12;HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,4950,XXX,HHHH,HHHH-LS13
S,J1,JA0001,J1SCCC13,SP,CLEV,5013,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,5060,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC13,SP,CLEV,5130,XXX,TTT,TTT-LS07
S,J1,JA0001,J1SCCC13,SP,CLEV,5140,XXX,HHHH,HHHH-LS07;HHHH-LS15
S,J1,JA0001,J1SCCC13,SP,CLEV,5190,XXX,HHHH,HHHH-LS14
S,J1,JA0001,J1SCCC13,SP,CLEV,6150,XXX,HHHH,HHHH-LS98
S,J1,JA0001,J1SCCC14,SP,CLMA,3200,XXX,HHHH,HHHH-LS08;HHHH-LS90
S,J1,JA0001,J1SCCD11,1ZEYTZ,PACO,0,XXX,PJ5A,PJ5A-VN01;PJ5A-VN05
S,J1,JA0001,J1SCCD11,2ZEYTZ,PACO,0,XXX,PJ5A,PJ5A-VN01
S,J1,JA0001,J1SCCD11,1SZEYTZP,PACO,0,XXX,PJ5A,PJ5A-VN01;PJ5A-VN05
S,J1,JA0001,J1SCCD11,1SS2PP,PACO,0,XXX,PJ5A,PJ5A-VN01
S,J1,JA0001,J1SCCD11,2SZEYTZP,PACO,0,XXX,PJ5A,PJ5A-VN01
S,J1,JA0001,J1SCCD12,1ZEYTZ,PACO,0,XXX,PJ5A,PJ5A-VN01;PJ5A-VN03
S,J1,JA0001,J1SCCD12,2ZEYTZ,PACO,0,XXX,PJ5A,PJ5A-VN03
S,J1,JA0001,J1SCCD12,1SZEYTZP,PACO,0,XXX,PJ5A,PJ5A-VN01;PJ5A-VN03
S,J1,JA0001,J1SCCD12,2SZEYTZP,PACO,0,XXX,PJ5A,PJ5A-VN03
